id,num_drivers,created_at,updated_at,driver_eta
45838,3,2017-12-20 14:50:15.169582,2017-12-20 14:50:15.169582,5
45839,3,2017-12-20 14:51:35.191573,2017-12-20 14:51:35.191573,4
45842,3,2017-12-20 14:54:15.056289,2017-12-20 14:54:15.056289,1
45845,2,2017-12-20 14:57:35.168514,2017-12-20 14:57:35.168514,3
45848,2,2017-12-20 14:59:35.172406,2017-12-20 14:59:35.172406,0
45849,2,2017-12-20 15:00:15.17424,2017-12-20 15:00:15.17424,1
45852,2,2017-12-20 15:02:15.416629,2017-12-20 15:02:15.416629,2
45853,2,2017-12-20 15:02:55.174617,2017-12-20 15:02:55.174617,3
45854,3,2017-12-20 15:05:35.126483,2017-12-20 15:05:35.126483,1
45858,2,2017-12-20 15:09:15.381285,2017-12-20 15:09:15.381285,2
45860,2,2017-12-20 15:24:54.962713,2017-12-20 15:24:54.962713,3
45862,2,2017-12-20 15:25:35.244328,2017-12-20 15:25:35.244328,3
45864,3,2017-12-20 15:27:35.202777,2017-12-20 15:27:35.202777,2
45868,4,2017-12-20 15:52:55.150664,2017-12-20 15:52:55.150664,3
45870,5,2017-12-20 16:00:35.068572,2017-12-20 16:00:35.068572,2
45871,6,2017-12-20 16:03:55.397317,2017-12-20 16:03:55.397317,2
45873,5,2017-12-20 16:11:35.409926,2017-12-20 16:11:35.409926,1
45875,4,2017-12-20 16:15:15.265712,2017-12-20 16:15:15.265712,0
45878,4,2017-12-20 16:17:55.343753,2017-12-20 16:17:55.343753,1
45879,5,2017-12-20 16:19:55.350086,2017-12-20 16:19:55.350086,1
45881,5,2017-12-20 16:20:35.377473,2017-12-20 16:20:35.377473,1
45882,4,2017-12-20 16:27:55.279978,2017-12-20 16:27:55.279978,2
45884,2,2017-12-20 16:31:15.223869,2017-12-20 16:31:15.223869,2
45886,4,2017-12-20 16:35:55.180568,2017-12-20 16:35:55.180568,2
45889,4,2017-12-20 16:43:17.182185,2017-12-20 16:43:17.182185,1
45890,5,2017-12-20 16:43:55.179353,2017-12-20 16:43:55.179353,1
45893,4,2017-12-20 16:55:35.192286,2017-12-20 16:55:35.192286,1
45896,3,2017-12-20 17:02:35.200575,2017-12-20 17:02:35.200575,2
45897,4,2017-12-20 17:11:55.211688,2017-12-20 17:11:55.211688,1
45898,5,2017-12-20 17:14:35.180418,2017-12-20 17:14:35.180418,1
45900,5,2017-12-20 17:15:35.419668,2017-12-20 17:15:35.419668,1
45903,2,2017-12-20 17:20:15.304695,2017-12-20 17:20:15.304695,2
45904,1,2017-12-20 17:20:55.23561,2017-12-20 17:20:55.23561,2
45908,3,2017-12-20 17:24:15.239557,2017-12-20 17:24:15.239557,2
45909,2,2017-12-20 17:24:57.364579,2017-12-20 17:24:57.364579,2
45911,1,2017-12-20 17:25:35.126548,2017-12-20 17:25:35.126548,12
45912,1,2017-12-20 17:26:15.1782,2017-12-20 17:26:15.1782,13
45914,1,2017-12-20 17:28:15.065657,2017-12-20 17:28:15.065657,15
45918,0,2017-12-20 17:31:15.211678,2017-12-20 17:31:15.211678,1000
45919,1,2017-12-20 17:34:35.122227,2017-12-20 17:34:35.122227,4
45922,1,2017-12-20 17:36:55.163259,2017-12-20 17:36:55.163259,3
45926,1,2017-12-20 17:38:55.070451,2017-12-20 17:38:55.070451,4
45929,0,2017-12-20 17:39:55.203408,2017-12-20 17:39:55.203408,1000
45932,1,2017-12-20 17:41:35.167877,2017-12-20 17:41:35.167877,5
45935,3,2017-12-20 17:43:15.161624,2017-12-20 17:43:15.161624,0
45936,2,2017-12-20 17:43:56.096457,2017-12-20 17:43:56.096457,0
45937,2,2017-12-20 17:47:15.066062,2017-12-20 17:47:15.066062,1
45938,2,2017-12-20 17:48:35.280829,2017-12-20 17:48:35.280829,2
45940,3,2017-12-20 17:51:15.441139,2017-12-20 17:51:15.441139,2
45941,2,2017-12-20 17:51:35.163785,2017-12-20 17:51:35.163785,4
45942,4,2017-12-20 17:51:55.208409,2017-12-20 17:51:55.208409,2
45944,2,2017-12-20 17:54:55.030375,2017-12-20 17:54:55.030375,2
45945,1,2017-12-20 17:55:55.349274,2017-12-20 17:55:55.349274,2
45946,2,2017-12-20 17:56:15.141187,2017-12-20 17:56:15.141187,1
45948,3,2017-12-20 17:56:55.243606,2017-12-20 17:56:55.243606,2
45951,2,2017-12-20 17:58:55.299858,2017-12-20 17:58:55.299858,4
45953,1,2017-12-20 17:59:55.027582,2017-12-20 17:59:55.027582,11
45955,2,2017-12-20 18:02:35.037113,2017-12-20 18:02:35.037113,7
45956,3,2017-12-20 18:03:15.092826,2017-12-20 18:03:15.092826,5
45958,1,2017-12-20 18:03:55.119566,2017-12-20 18:03:55.119566,10
45960,4,2017-12-20 18:06:35.302004,2017-12-20 18:06:35.302004,3
45962,5,2017-12-20 18:07:15.312128,2017-12-20 18:07:15.312128,2
45966,5,2017-12-20 18:10:55.221998,2017-12-20 18:10:55.221998,2
45967,4,2017-12-20 18:11:35.128032,2017-12-20 18:11:35.128032,4
45971,3,2017-12-20 18:14:15.355929,2017-12-20 18:14:15.355929,2
45976,4,2017-12-20 18:19:35.133937,2017-12-20 18:19:35.133937,2
45977,3,2017-12-20 18:22:35.101583,2017-12-20 18:22:35.101583,2
45979,5,2017-12-20 18:23:15.135771,2017-12-20 18:23:15.135771,2
45983,5,2017-12-20 18:26:55.409932,2017-12-20 18:26:55.409932,2
45986,4,2017-12-20 18:27:55.185311,2017-12-20 18:27:55.185311,2
45990,5,2017-12-20 18:29:35.169611,2017-12-20 18:29:35.169611,1
45992,5,2017-12-20 18:32:55.188733,2017-12-20 18:32:55.188733,1
45994,2,2017-12-20 18:37:15.341716,2017-12-20 18:37:15.341716,4
45998,4,2017-12-20 18:40:55.183463,2017-12-20 18:40:55.183463,2
46002,2,2017-12-20 18:44:35.231259,2017-12-20 18:44:35.231259,4
46005,3,2017-12-20 18:48:15.338805,2017-12-20 18:48:15.338805,4
46006,4,2017-12-20 18:50:15.20425,2017-12-20 18:50:15.20425,4
46008,3,2017-12-20 18:51:35.041798,2017-12-20 18:51:35.041798,3
46014,3,2017-12-20 18:58:15.256775,2017-12-20 18:58:15.256775,4
46016,4,2017-12-20 19:00:35.397724,2017-12-20 19:00:35.397724,3
46017,5,2017-12-20 19:01:15.309537,2017-12-20 19:01:15.309537,3
46018,4,2017-12-20 19:02:35.20566,2017-12-20 19:02:35.20566,3
46019,3,2017-12-20 19:02:55.029412,2017-12-20 19:02:55.029412,4
46020,3,2017-12-20 19:03:15.330764,2017-12-20 19:03:15.330764,3
46021,4,2017-12-20 19:03:35.084939,2017-12-20 19:03:35.084939,3
46022,5,2017-12-20 19:04:35.354182,2017-12-20 19:04:35.354182,3
46023,5,2017-12-20 19:04:55.417228,2017-12-20 19:04:55.417228,2
46024,5,2017-12-20 19:06:35.177419,2017-12-20 19:06:35.177419,1
46025,4,2017-12-20 19:07:15.191318,2017-12-20 19:07:15.191318,1
46026,4,2017-12-20 19:07:35.296259,2017-12-20 19:07:35.296259,0
46027,3,2017-12-20 19:09:55.2473,2017-12-20 19:09:55.2473,4
46028,4,2017-12-20 19:10:15.172738,2017-12-20 19:10:15.172738,2
46030,3,2017-12-20 19:14:55.186662,2017-12-20 19:14:55.186662,3
46031,2,2017-12-20 19:15:15.414613,2017-12-20 19:15:15.414613,4
46032,1,2017-12-20 19:17:15.070227,2017-12-20 19:17:15.070227,4
46033,2,2017-12-20 19:17:35.32716,2017-12-20 19:17:35.32716,3
46035,4,2017-12-20 19:20:35.397631,2017-12-20 19:20:35.397631,3
46036,3,2017-12-20 19:20:55.581156,2017-12-20 19:20:55.581156,2
46037,3,2017-12-20 19:22:15.182183,2017-12-20 19:22:15.182183,1
46038,3,2017-12-20 19:22:55.374056,2017-12-20 19:22:55.374056,0
46040,4,2017-12-20 19:23:55.204028,2017-12-20 19:23:55.204028,1
46050,3,2017-12-20 19:32:55.339325,2017-12-20 19:32:55.339325,2
46052,5,2017-12-20 19:35:55.321703,2017-12-20 19:35:55.321703,2
46057,4,2017-12-20 19:43:35.161235,2017-12-20 19:43:35.161235,1
46059,6,2017-12-20 19:44:35.3321,2017-12-20 19:44:35.3321,1
46061,4,2017-12-20 19:45:55.505393,2017-12-20 19:45:55.505393,2
46063,3,2017-12-20 19:47:15.098824,2017-12-20 19:47:15.098824,3
46067,3,2017-12-20 19:49:15.386063,2017-12-20 19:49:15.386063,1
46077,2,2017-12-20 20:00:35.411705,2017-12-20 20:00:35.411705,2
46081,3,2017-12-20 20:05:55.670873,2017-12-20 20:05:55.670873,0
46086,2,2017-12-20 20:08:55.186583,2017-12-20 20:08:55.186583,3
46088,2,2017-12-20 20:11:35.137512,2017-12-20 20:11:35.137512,2
46091,3,2017-12-20 20:14:36.877577,2017-12-20 20:14:36.877577,2
46097,2,2017-12-20 20:19:15.138313,2017-12-20 20:19:15.138313,2
46101,3,2017-12-20 20:27:35.317931,2017-12-20 20:27:35.317931,4
46103,1,2017-12-20 20:29:35.054217,2017-12-20 20:29:35.054217,19
46112,4,2017-12-20 20:42:35.874078,2017-12-20 20:42:35.874078,3
46114,5,2017-12-20 20:45:15.350903,2017-12-20 20:45:15.350903,1
46118,5,2017-12-20 20:49:15.826542,2017-12-20 20:49:15.826542,1
46119,4,2017-12-20 20:51:35.138364,2017-12-20 20:51:35.138364,1
46127,2,2017-12-20 21:04:55.120419,2017-12-20 21:04:55.120419,3
46129,2,2017-12-20 21:06:15.412043,2017-12-20 21:06:15.412043,1
46131,2,2017-12-20 21:08:55.329695,2017-12-20 21:08:55.329695,1
46133,3,2017-12-20 21:09:55.183106,2017-12-20 21:09:55.183106,2
46137,5,2017-12-20 21:13:15.786247,2017-12-20 21:13:15.786247,2
46140,4,2017-12-20 21:22:15.317974,2017-12-20 21:22:15.317974,1
46153,3,2017-12-20 22:05:37.438635,2017-12-20 22:05:37.438635,3
46158,3,2017-12-20 22:13:35.117223,2017-12-20 22:13:35.117223,3
46160,2,2017-12-20 22:15:55.203498,2017-12-20 22:15:55.203498,7
46164,2,2017-12-20 22:18:35.578512,2017-12-20 22:18:35.578512,3
46166,2,2017-12-20 22:19:55.092189,2017-12-20 22:19:55.092189,1
46172,2,2017-12-20 22:24:55.083163,2017-12-20 22:24:55.083163,2
46175,2,2017-12-20 22:28:35.228786,2017-12-20 22:28:35.228786,7
46178,2,2017-12-20 22:31:15.149756,2017-12-20 22:31:15.149756,4
46185,3,2017-12-20 22:40:55.309861,2017-12-20 22:40:55.309861,2
46186,3,2017-12-20 22:42:15.249576,2017-12-20 22:42:15.249576,3
46187,3,2017-12-20 22:43:15.389566,2017-12-20 22:43:15.389566,2
46191,4,2017-12-20 22:49:35.152696,2017-12-20 22:49:35.152696,1
46192,3,2017-12-20 22:50:55.20939,2017-12-20 22:50:55.20939,1
46039,3,2017-12-20 19:23:35.114712,2017-12-20 19:23:35.114712,1
46041,4,2017-12-20 19:24:55.640365,2017-12-20 19:24:55.640365,2
46042,5,2017-12-20 19:25:55.481265,2017-12-20 19:25:55.481265,1
46044,5,2017-12-20 19:26:55.561533,2017-12-20 19:26:55.561533,1
46046,2,2017-12-20 19:28:14.999389,2017-12-20 19:28:14.999389,4
46051,4,2017-12-20 19:33:35.110543,2017-12-20 19:33:35.110543,2
46058,5,2017-12-20 19:44:15.230825,2017-12-20 19:44:15.230825,1
46060,5,2017-12-20 19:45:35.363614,2017-12-20 19:45:35.363614,1
46066,2,2017-12-20 19:48:55.098599,2017-12-20 19:48:55.098599,3
46069,4,2017-12-20 19:50:15.275453,2017-12-20 19:50:15.275453,1
46073,2,2017-12-20 19:58:15.21412,2017-12-20 19:58:15.21412,0
46076,3,2017-12-20 20:00:15.401994,2017-12-20 20:00:15.401994,2
46083,2,2017-12-20 20:07:35.321102,2017-12-20 20:07:35.321102,1
46085,3,2017-12-20 20:08:35.215644,2017-12-20 20:08:35.215644,2
46087,1,2017-12-20 20:11:15.28022,2017-12-20 20:11:15.28022,19
46092,2,2017-12-20 20:15:15.220268,2017-12-20 20:15:15.220268,4
46094,2,2017-12-20 20:16:35.17611,2017-12-20 20:16:35.17611,4
46095,2,2017-12-20 20:17:35.175579,2017-12-20 20:17:35.175579,3
46096,3,2017-12-20 20:18:55.243178,2017-12-20 20:18:55.243178,3
46099,3,2017-12-20 20:21:15.317113,2017-12-20 20:21:15.317113,1
46102,2,2017-12-20 20:28:35.326291,2017-12-20 20:28:35.326291,4
46107,2,2017-12-20 20:36:15.248539,2017-12-20 20:36:15.248539,15
46110,2,2017-12-20 20:37:35.135071,2017-12-20 20:37:35.135071,17
46115,5,2017-12-20 20:46:15.408579,2017-12-20 20:46:15.408579,0
46120,3,2017-12-20 20:58:55.420017,2017-12-20 20:58:55.420017,3
46123,2,2017-12-20 21:02:35.49396,2017-12-20 21:02:35.49396,7
46132,3,2017-12-20 21:09:35.136137,2017-12-20 21:09:35.136137,1
46134,3,2017-12-20 21:10:55.767013,2017-12-20 21:10:55.767013,3
46141,3,2017-12-20 21:23:15.306543,2017-12-20 21:23:15.306543,1
46142,4,2017-12-20 21:34:35.551244,2017-12-20 21:34:35.551244,1
46151,3,2017-12-20 21:58:15.169315,2017-12-20 21:58:15.169315,3
46154,3,2017-12-20 22:07:15.227814,2017-12-20 22:07:15.227814,2
46156,1,2017-12-20 22:11:55.278609,2017-12-20 22:11:55.278609,19
46162,2,2017-12-20 22:16:55.217463,2017-12-20 22:16:55.217463,5
46168,2,2017-12-20 22:20:55.324464,2017-12-20 22:20:55.324464,1
46177,1,2017-12-20 22:29:35.360704,2017-12-20 22:29:35.360704,19
46180,3,2017-12-20 22:34:35.141486,2017-12-20 22:34:35.141486,4
46182,1,2017-12-20 22:36:55.267498,2017-12-20 22:36:55.267498,19
46183,2,2017-12-20 22:37:55.327344,2017-12-20 22:37:55.327344,3
46188,4,2017-12-20 22:44:55.277424,2017-12-20 22:44:55.277424,2
46190,3,2017-12-20 22:46:15.145185,2017-12-20 22:46:15.145185,2
46043,6,2017-12-20 19:26:35.47639,2017-12-20 19:26:35.47639,1
46047,3,2017-12-20 19:28:55.25358,2017-12-20 19:28:55.25358,4
46049,3,2017-12-20 19:32:15.050845,2017-12-20 19:32:15.050845,3
46056,4,2017-12-20 19:42:55.296356,2017-12-20 19:42:55.296356,2
46070,4,2017-12-20 19:51:15.263145,2017-12-20 19:51:15.263145,2
46080,3,2017-12-20 20:04:35.508413,2017-12-20 20:04:35.508413,1
46084,3,2017-12-20 20:08:15.373376,2017-12-20 20:08:15.373376,1
46090,2,2017-12-20 20:14:15.368142,2017-12-20 20:14:15.368142,4
46093,3,2017-12-20 20:16:15.326311,2017-12-20 20:16:15.326311,4
46105,1,2017-12-20 20:32:15.36548,2017-12-20 20:32:15.36548,19
46109,2,2017-12-20 20:37:15.36183,2017-12-20 20:37:15.36183,16
46113,5,2017-12-20 20:43:15.957881,2017-12-20 20:43:15.957881,2
46116,6,2017-12-20 20:47:15.525461,2017-12-20 20:47:15.525461,0
46117,6,2017-12-20 20:48:35.397449,2017-12-20 20:48:35.397449,1
46121,2,2017-12-20 21:00:55.166052,2017-12-20 21:00:55.166052,9
46125,2,2017-12-20 21:03:35.287019,2017-12-20 21:03:35.287019,5
46128,2,2017-12-20 21:05:36.403335,2017-12-20 21:05:36.403335,2
46136,5,2017-12-20 21:12:55.653307,2017-12-20 21:12:55.653307,3
46139,4,2017-12-20 21:20:15.366284,2017-12-20 21:20:15.366284,2
46145,3,2017-12-20 21:39:15.289665,2017-12-20 21:39:15.289665,1
46150,2,2017-12-20 21:57:55.231527,2017-12-20 21:57:55.231527,4
46155,2,2017-12-20 22:07:55.306279,2017-12-20 22:07:55.306279,4
46161,2,2017-12-20 22:16:35.358506,2017-12-20 22:16:35.358506,6
46165,2,2017-12-20 22:19:15.149652,2017-12-20 22:19:15.149652,2
46170,2,2017-12-20 22:21:35.225869,2017-12-20 22:21:35.225869,3
46173,1,2017-12-20 22:25:15.426232,2017-12-20 22:25:15.426232,19
46176,2,2017-12-20 22:29:15.169491,2017-12-20 22:29:15.169491,6
46179,3,2017-12-20 22:32:55.330186,2017-12-20 22:32:55.330186,3
46181,2,2017-12-20 22:36:35.14741,2017-12-20 22:36:35.14741,4
46184,2,2017-12-20 22:40:15.267443,2017-12-20 22:40:15.267443,2
46045,3,2017-12-20 19:27:35.30876,2017-12-20 19:27:35.30876,4
46048,4,2017-12-20 19:30:55.300073,2017-12-20 19:30:55.300073,3
46053,4,2017-12-20 19:36:15.232354,2017-12-20 19:36:15.232354,2
46054,3,2017-12-20 19:37:35.401582,2017-12-20 19:37:35.401582,3
46055,3,2017-12-20 19:41:15.331441,2017-12-20 19:41:15.331441,2
46062,3,2017-12-20 19:46:15.278001,2017-12-20 19:46:15.278001,2
46064,3,2017-12-20 19:47:35.279801,2017-12-20 19:47:35.279801,2
46065,3,2017-12-20 19:48:15.665642,2017-12-20 19:48:15.665642,1
46068,4,2017-12-20 19:49:35.354776,2017-12-20 19:49:35.354776,0
46071,3,2017-12-20 19:54:15.410969,2017-12-20 19:54:15.410969,2
46072,3,2017-12-20 19:56:35.155872,2017-12-20 19:56:35.155872,1
46074,1,2017-12-20 19:58:55.149791,2017-12-20 19:58:55.149791,19
46075,2,2017-12-20 19:59:35.40975,2017-12-20 19:59:35.40975,2
46078,1,2017-12-20 20:01:55.51376,2017-12-20 20:01:55.51376,19
46079,2,2017-12-20 20:03:15.372148,2017-12-20 20:03:15.372148,1
46082,2,2017-12-20 20:06:15.546084,2017-12-20 20:06:15.546084,0
46089,3,2017-12-20 20:11:55.250394,2017-12-20 20:11:55.250394,2
46098,3,2017-12-20 20:19:35.221534,2017-12-20 20:19:35.221534,2
46100,4,2017-12-20 20:24:15.285711,2017-12-20 20:24:15.285711,1
46104,0,2017-12-20 20:31:55.24855,2017-12-20 20:31:55.24855,1000
46106,2,2017-12-20 20:34:35.461735,2017-12-20 20:34:35.461735,16
46108,3,2017-12-20 20:36:55.271605,2017-12-20 20:36:55.271605,3
46111,3,2017-12-20 20:39:15.287681,2017-12-20 20:39:15.287681,3
46122,2,2017-12-20 21:01:55.189601,2017-12-20 21:01:55.189601,8
46124,2,2017-12-20 21:03:15.268102,2017-12-20 21:03:15.268102,6
46126,2,2017-12-20 21:04:15.281729,2017-12-20 21:04:15.281729,4
46130,2,2017-12-20 21:06:35.39745,2017-12-20 21:06:35.39745,0
46135,4,2017-12-20 21:12:35.337004,2017-12-20 21:12:35.337004,3
46138,4,2017-12-20 21:17:15.506116,2017-12-20 21:17:15.506116,3
46143,3,2017-12-20 21:37:35.39975,2017-12-20 21:37:35.39975,1
46144,2,2017-12-20 21:38:55.0785,2017-12-20 21:38:55.0785,1
46146,4,2017-12-20 21:45:15.447931,2017-12-20 21:45:15.447931,1
46147,3,2017-12-20 21:47:55.144657,2017-12-20 21:47:55.144657,2
46148,4,2017-12-20 21:54:55.45888,2017-12-20 21:54:55.45888,2
46149,3,2017-12-20 21:57:35.328411,2017-12-20 21:57:35.328411,3
46152,2,2017-12-20 22:00:15.309718,2017-12-20 22:00:15.309718,4
46157,2,2017-12-20 22:12:35.195981,2017-12-20 22:12:35.195981,3
46159,2,2017-12-20 22:13:55.581838,2017-12-20 22:13:55.581838,8
46163,2,2017-12-20 22:17:35.187016,2017-12-20 22:17:35.187016,4
46167,2,2017-12-20 22:20:15.333542,2017-12-20 22:20:15.333542,0
46169,1,2017-12-20 22:21:15.293514,2017-12-20 22:21:15.293514,19
46171,1,2017-12-20 22:22:35.222023,2017-12-20 22:22:35.222023,19
46174,2,2017-12-20 22:26:55.256103,2017-12-20 22:26:55.256103,8
46189,4,2017-12-20 22:45:35.349628,2017-12-20 22:45:35.349628,1
46193,4,2017-12-20 22:55:25.448734,2017-12-20 22:55:25.448734,1
46194,6,2017-12-20 22:57:25.369124,2017-12-20 22:57:25.369124,1
46195,7,2017-12-20 22:59:25.707109,2017-12-20 22:59:25.707109,1
46196,6,2017-12-20 22:59:45.589661,2017-12-20 22:59:45.589661,1
46197,7,2017-12-20 23:00:45.596906,2017-12-20 23:00:45.596906,1
46198,8,2017-12-20 23:01:25.628566,2017-12-20 23:01:25.628566,1
46199,7,2017-12-20 23:02:05.364882,2017-12-20 23:02:05.364882,1
46200,6,2017-12-20 23:04:25.383128,2017-12-20 23:04:25.383128,1
46201,7,2017-12-20 23:05:46.999373,2017-12-20 23:05:46.999373,1
46202,7,2017-12-20 23:06:05.652775,2017-12-20 23:06:05.652775,3
46203,7,2017-12-20 23:08:05.522203,2017-12-20 23:08:05.522203,2
46204,8,2017-12-20 23:09:05.33842,2017-12-20 23:09:05.33842,2
46205,8,2017-12-20 23:09:45.603573,2017-12-20 23:09:45.603573,1
46206,8,2017-12-20 23:11:45.533193,2017-12-20 23:11:45.533193,0
46207,7,2017-12-20 23:13:05.457333,2017-12-20 23:13:05.457333,0
46208,8,2017-12-20 23:15:05.747807,2017-12-20 23:15:05.747807,0
46209,9,2017-12-20 23:16:05.381808,2017-12-20 23:16:05.381808,0
46210,8,2017-12-20 23:17:25.653311,2017-12-20 23:17:25.653311,0
46211,7,2017-12-20 23:21:25.526148,2017-12-20 23:21:25.526148,0
46212,8,2017-12-20 23:22:05.637644,2017-12-20 23:22:05.637644,0
46213,10,2017-12-20 23:22:25.663673,2017-12-20 23:22:25.663673,0
46214,9,2017-12-20 23:23:05.639814,2017-12-20 23:23:05.639814,0
46215,8,2017-12-20 23:23:25.629579,2017-12-20 23:23:25.629579,0
46216,7,2017-12-20 23:24:05.562886,2017-12-20 23:24:05.562886,0
46217,6,2017-12-20 23:24:45.439896,2017-12-20 23:24:45.439896,0
46218,7,2017-12-20 23:26:45.536421,2017-12-20 23:26:45.536421,0
46219,8,2017-12-20 23:27:25.439119,2017-12-20 23:27:25.439119,0
46220,9,2017-12-20 23:29:25.522845,2017-12-20 23:29:25.522845,0
46221,10,2017-12-20 23:32:05.835031,2017-12-20 23:32:05.835031,0
46222,11,2017-12-20 23:34:25.852148,2017-12-20 23:34:25.852148,0
46223,10,2017-12-20 23:34:46.610122,2017-12-20 23:34:46.610122,0
46224,11,2017-12-20 23:35:45.636584,2017-12-20 23:35:45.636584,0
46225,10,2017-12-20 23:36:05.715524,2017-12-20 23:36:05.715524,0
46226,11,2017-12-20 23:36:45.675064,2017-12-20 23:36:45.675064,0
46227,10,2017-12-20 23:38:45.828702,2017-12-20 23:38:45.828702,0
46228,9,2017-12-20 23:40:45.454307,2017-12-20 23:40:45.454307,0
46229,10,2017-12-20 23:41:45.555393,2017-12-20 23:41:45.555393,0
46230,9,2017-12-20 23:42:45.694937,2017-12-20 23:42:45.694937,0
46231,7,2017-12-20 23:43:05.790061,2017-12-20 23:43:05.790061,0
46232,6,2017-12-20 23:43:25.55897,2017-12-20 23:43:25.55897,0
46233,7,2017-12-20 23:44:05.69596,2017-12-20 23:44:05.69596,0
46234,6,2017-12-20 23:44:45.619461,2017-12-20 23:44:45.619461,2
46235,5,2017-12-20 23:45:25.348651,2017-12-20 23:45:25.348651,2
46236,6,2017-12-20 23:46:05.774136,2017-12-20 23:46:05.774136,2
46237,5,2017-12-20 23:46:25.519581,2017-12-20 23:46:25.519581,2
46238,6,2017-12-20 23:46:45.641605,2017-12-20 23:46:45.641605,2
46239,6,2017-12-20 23:47:45.752247,2017-12-20 23:47:45.752247,1
46240,5,2017-12-20 23:48:05.325088,2017-12-20 23:48:05.325088,2
46241,4,2017-12-20 23:53:05.937323,2017-12-20 23:53:05.937323,2
46242,3,2017-12-20 23:54:05.430582,2017-12-20 23:54:05.430582,4
46243,2,2017-12-20 23:56:05.486039,2017-12-20 23:56:05.486039,4
46244,3,2017-12-20 23:57:05.47789,2017-12-20 23:57:05.47789,4
46245,4,2017-12-20 23:58:05.399284,2017-12-20 23:58:05.399284,4
46246,3,2017-12-20 23:58:25.434088,2017-12-20 23:58:25.434088,4
46247,3,2017-12-21 00:00:45.428986,2017-12-21 00:00:45.428986,3
46248,3,2017-12-21 00:02:05.418017,2017-12-21 00:02:05.418017,2
46249,4,2017-12-21 00:02:25.754261,2017-12-21 00:02:25.754261,2
46250,5,2017-12-21 00:02:45.602682,2017-12-21 00:02:45.602682,1
46251,5,2017-12-21 00:04:05.680288,2017-12-21 00:04:05.680288,0
46252,5,2017-12-21 00:05:05.388078,2017-12-21 00:05:05.388078,1
46253,5,2017-12-21 00:05:45.454503,2017-12-21 00:05:45.454503,2
46254,5,2017-12-21 00:06:05.607009,2017-12-21 00:06:05.607009,3
46255,4,2017-12-21 00:06:25.549338,2017-12-21 00:06:25.549338,3
46256,4,2017-12-21 00:06:45.356001,2017-12-21 00:06:45.356001,4
46257,4,2017-12-21 00:08:05.477049,2017-12-21 00:08:05.477049,3
46258,5,2017-12-21 00:09:05.608347,2017-12-21 00:09:05.608347,3
46259,6,2017-12-21 00:09:25.59271,2017-12-21 00:09:25.59271,2
46260,7,2017-12-21 00:11:05.579041,2017-12-21 00:11:05.579041,2
46261,8,2017-12-21 00:12:05.862698,2017-12-21 00:12:05.862698,2
46262,8,2017-12-21 00:13:05.486747,2017-12-21 00:13:05.486747,1
46263,7,2017-12-21 00:13:25.72907,2017-12-21 00:13:25.72907,1
46264,4,2017-12-21 00:14:05.543711,2017-12-21 00:14:05.543711,7
46265,4,2017-12-21 00:15:05.929912,2017-12-21 00:15:05.929912,6
46266,5,2017-12-21 00:15:25.573685,2017-12-21 00:15:25.573685,2
46267,4,2017-12-21 00:16:05.787181,2017-12-21 00:16:05.787181,2
46268,3,2017-12-21 00:18:45.423902,2017-12-21 00:18:45.423902,2
46269,4,2017-12-21 00:19:25.506508,2017-12-21 00:19:25.506508,2
46272,4,2017-12-21 00:20:25.685547,2017-12-21 00:20:25.685547,1
46275,3,2017-12-21 00:21:45.539395,2017-12-21 00:21:45.539395,2
46276,2,2017-12-21 00:23:05.381186,2017-12-21 00:23:05.381186,2
46280,2,2017-12-21 00:25:45.543998,2017-12-21 00:25:45.543998,3
46282,3,2017-12-21 00:27:25.580107,2017-12-21 00:27:25.580107,2
46284,4,2017-12-21 00:29:45.62704,2017-12-21 00:29:45.62704,1
46286,6,2017-12-21 00:32:05.32733,2017-12-21 00:32:05.32733,1
46287,6,2017-12-21 00:32:25.481815,2017-12-21 00:32:25.481815,0
46288,4,2017-12-21 00:33:05.74637,2017-12-21 00:33:05.74637,1
46290,4,2017-12-21 00:33:45.409015,2017-12-21 00:33:45.409015,2
46291,3,2017-12-21 00:35:25.437389,2017-12-21 00:35:25.437389,4
46294,6,2017-12-21 00:37:06.105713,2017-12-21 00:37:06.105713,1
46296,8,2017-12-21 00:42:05.662104,2017-12-21 00:42:05.662104,1
46297,7,2017-12-21 00:44:25.851589,2017-12-21 00:44:25.851589,4
46299,6,2017-12-21 00:45:05.519187,2017-12-21 00:45:05.519187,4
46301,6,2017-12-21 00:47:45.367261,2017-12-21 00:47:45.367261,4
46302,4,2017-12-21 00:48:25.474203,2017-12-21 00:48:25.474203,7
46303,4,2017-12-21 00:49:05.545494,2017-12-21 00:49:05.545494,8
46305,4,2017-12-21 00:50:45.582387,2017-12-21 00:50:45.582387,6
46308,3,2017-12-21 00:52:05.557369,2017-12-21 00:52:05.557369,4
46314,3,2017-12-21 00:55:45.412903,2017-12-21 00:55:45.412903,4
46315,2,2017-12-21 00:57:05.290815,2017-12-21 00:57:05.290815,5
46318,1,2017-12-21 01:03:05.318792,2017-12-21 01:03:05.318792,16
46319,4,2017-12-21 01:04:25.337619,2017-12-21 01:04:25.337619,2
46321,2,2017-12-21 01:05:25.423604,2017-12-21 01:05:25.423604,1
46322,1,2017-12-21 01:05:45.285525,2017-12-21 01:05:45.285525,16
46324,1,2017-12-21 01:07:05.409601,2017-12-21 01:07:05.409601,17
