id,num_drivers,created_at,updated_at,driver_eta
27176,6,2017-11-26 04:25:04.083344,2017-11-26 04:25:04.083344,1
27179,5,2017-11-26 04:30:04.040716,2017-11-26 04:30:04.040716,2
27180,6,2017-11-26 04:32:44.906073,2017-11-26 04:32:44.906073,1
27181,6,2017-11-26 04:33:23.988955,2017-11-26 04:33:23.988955,0
27184,7,2017-11-26 04:37:24.152763,2017-11-26 04:37:24.152763,2
27186,7,2017-11-26 04:40:04.148768,2017-11-26 04:40:04.148768,2
27187,6,2017-11-26 04:40:44.257305,2017-11-26 04:40:44.257305,2
27188,6,2017-11-26 04:41:24.244551,2017-11-26 04:41:24.244551,1
27189,6,2017-11-26 04:42:04.367253,2017-11-26 04:42:04.367253,2
27191,6,2017-11-26 04:44:44.254365,2017-11-26 04:44:44.254365,2
27193,6,2017-11-26 04:47:24.191365,2017-11-26 04:47:24.191365,2
27195,7,2017-11-26 04:50:24.204935,2017-11-26 04:50:24.204935,0
27198,8,2017-11-26 04:52:24.126425,2017-11-26 04:52:24.126425,2
27200,7,2017-11-26 04:53:04.076756,2017-11-26 04:53:04.076756,1
27203,7,2017-11-26 04:54:24.168691,2017-11-26 04:54:24.168691,2
27204,6,2017-11-26 04:55:44.096617,2017-11-26 04:55:44.096617,1
27205,7,2017-11-26 04:57:04.2645,2017-11-26 04:57:04.2645,1
27208,9,2017-11-26 04:59:24.366062,2017-11-26 04:59:24.366062,0
27211,8,2017-11-26 05:01:44.188177,2017-11-26 05:01:44.188177,0
27212,8,2017-11-26 05:02:24.181518,2017-11-26 05:02:24.181518,1
27213,8,2017-11-26 05:03:44.165644,2017-11-26 05:03:44.165644,0
27216,7,2017-11-26 05:07:08.490383,2017-11-26 05:07:08.490383,0
27218,7,2017-11-26 05:07:44.006274,2017-11-26 05:07:44.006274,1
27219,5,2017-11-26 05:08:24.262035,2017-11-26 05:08:24.262035,1
27222,5,2017-11-26 05:09:44.2219,2017-11-26 05:09:44.2219,2
27223,4,2017-11-26 05:10:24.154938,2017-11-26 05:10:24.154938,2
27226,5,2017-11-26 05:11:44.241637,2017-11-26 05:11:44.241637,1
27227,4,2017-11-26 05:13:04.131765,2017-11-26 05:13:04.131765,1
27228,5,2017-11-26 05:13:44.17357,2017-11-26 05:13:44.17357,1
27233,7,2017-11-26 05:21:44.171966,2017-11-26 05:21:44.171966,1
27235,7,2017-11-26 05:24:03.987434,2017-11-26 05:24:03.987434,1
27236,7,2017-11-26 05:26:44.246584,2017-11-26 05:26:44.246584,0
27237,7,2017-11-26 05:27:24.13945,2017-11-26 05:27:24.13945,1
27238,6,2017-11-26 05:28:44.022291,2017-11-26 05:28:44.022291,1
27239,5,2017-11-26 05:30:03.997788,2017-11-26 05:30:03.997788,1
27240,6,2017-11-26 05:30:44.130603,2017-11-26 05:30:44.130603,1
27241,7,2017-11-26 05:33:24.222258,2017-11-26 05:33:24.222258,1
27242,6,2017-11-26 05:34:44.305365,2017-11-26 05:34:44.305365,1
27245,7,2017-11-26 05:40:44.081191,2017-11-26 05:40:44.081191,0
27246,6,2017-11-26 05:41:24.091083,2017-11-26 05:41:24.091083,0
27248,7,2017-11-26 05:42:04.112244,2017-11-26 05:42:04.112244,1
27250,7,2017-11-26 05:44:44.530407,2017-11-26 05:44:44.530407,1
27251,7,2017-11-26 05:45:44.211186,2017-11-26 05:45:44.211186,2
27252,6,2017-11-26 05:46:24.276115,2017-11-26 05:46:24.276115,2
27253,7,2017-11-26 05:47:04.202041,2017-11-26 05:47:04.202041,2
27254,8,2017-11-26 05:50:24.224982,2017-11-26 05:50:24.224982,1
27258,10,2017-11-26 05:53:04.323134,2017-11-26 05:53:04.323134,2
27262,8,2017-11-26 05:59:04.247878,2017-11-26 05:59:04.247878,1
27263,8,2017-11-26 05:59:44.275496,2017-11-26 05:59:44.275496,0
27264,8,2017-11-26 06:00:24.229651,2017-11-26 06:00:24.229651,1
27265,8,2017-11-26 06:01:04.742072,2017-11-26 06:01:04.742072,2
27267,6,2017-11-26 06:02:04.013664,2017-11-26 06:02:04.013664,2
27269,6,2017-11-26 06:02:44.060742,2017-11-26 06:02:44.060742,2
27270,6,2017-11-26 06:03:24.037888,2017-11-26 06:03:24.037888,1
27271,6,2017-11-26 06:06:04.23731,2017-11-26 06:06:04.23731,0
27272,6,2017-11-26 06:06:44.193223,2017-11-26 06:06:44.193223,1
27274,5,2017-11-26 06:08:04.167197,2017-11-26 06:08:04.167197,2
27282,5,2017-11-26 06:19:29.350896,2017-11-26 06:19:29.350896,1
27287,3,2017-11-26 06:25:24.116293,2017-11-26 06:25:24.116293,1
27288,4,2017-11-26 06:26:44.178553,2017-11-26 06:26:44.178553,1
27289,3,2017-11-26 06:29:24.068731,2017-11-26 06:29:24.068731,1
27290,5,2017-11-26 06:32:43.928271,2017-11-26 06:32:43.928271,1
27295,5,2017-11-26 06:38:44.203845,2017-11-26 06:38:44.203845,2
27297,6,2017-11-26 06:43:04.048757,2017-11-26 06:43:04.048757,1
27298,6,2017-11-26 06:43:44.057779,2017-11-26 06:43:44.057779,0
27301,6,2017-11-26 06:45:03.966158,2017-11-26 06:45:03.966158,1
27305,4,2017-11-26 06:47:23.979165,2017-11-26 06:47:23.979165,2
27306,5,2017-11-26 06:47:44.143604,2017-11-26 06:47:44.143604,2
27308,6,2017-11-26 06:49:44.184424,2017-11-26 06:49:44.184424,1
27309,5,2017-11-26 06:50:24.189094,2017-11-26 06:50:24.189094,1
27310,6,2017-11-26 06:52:24.528978,2017-11-26 06:52:24.528978,1
27312,4,2017-11-26 06:53:04.109552,2017-11-26 06:53:04.109552,0
27314,3,2017-11-26 06:54:23.972288,2017-11-26 06:54:23.972288,2
27316,3,2017-11-26 06:57:08.000192,2017-11-26 06:57:08.000192,2
27318,4,2017-11-26 06:58:24.124498,2017-11-26 06:58:24.124498,1
27321,3,2017-11-26 07:00:24.003912,2017-11-26 07:00:24.003912,1
27322,3,2017-11-26 07:01:03.954878,2017-11-26 07:01:03.954878,2
27325,2,2017-11-26 07:04:44.055467,2017-11-26 07:04:44.055467,2
27327,2,2017-11-26 07:06:44.251659,2017-11-26 07:06:44.251659,2
27328,3,2017-11-26 07:08:04.220306,2017-11-26 07:08:04.220306,2
27330,5,2017-11-26 07:08:44.220579,2017-11-26 07:08:44.220579,1
27331,4,2017-11-26 07:09:24.193654,2017-11-26 07:09:24.193654,1
27333,3,2017-11-26 07:10:04.05114,2017-11-26 07:10:04.05114,2
27334,5,2017-11-26 07:11:44.237887,2017-11-26 07:11:44.237887,2
27337,4,2017-11-26 07:14:44.239031,2017-11-26 07:14:44.239031,0
27338,5,2017-11-26 07:15:24.132228,2017-11-26 07:15:24.132228,0
27339,5,2017-11-26 07:16:04.115827,2017-11-26 07:16:04.115827,1
27343,5,2017-11-26 07:22:24.007278,2017-11-26 07:22:24.007278,2
27345,5,2017-11-26 07:23:03.971603,2017-11-26 07:23:03.971603,2
27346,6,2017-11-26 07:24:23.994801,2017-11-26 07:24:23.994801,2
27349,8,2017-11-26 07:27:04.181574,2017-11-26 07:27:04.181574,1
27351,6,2017-11-26 07:28:44.289542,2017-11-26 07:28:44.289542,1
27353,8,2017-11-26 07:30:04.255294,2017-11-26 07:30:04.255294,0
27355,7,2017-11-26 07:32:23.982873,2017-11-26 07:32:23.982873,1
27357,5,2017-11-26 07:37:26.43152,2017-11-26 07:37:26.43152,1
27360,4,2017-11-26 07:39:04.059237,2017-11-26 07:39:04.059237,1
27361,5,2017-11-26 07:39:44.174117,2017-11-26 07:39:44.174117,1
27362,4,2017-11-26 07:40:24.009567,2017-11-26 07:40:24.009567,1
27367,3,2017-11-26 07:51:44.077478,2017-11-26 07:51:44.077478,2
27371,5,2017-11-26 08:00:44.20277,2017-11-26 08:00:44.20277,2
27372,4,2017-11-26 08:01:24.308846,2017-11-26 08:01:24.308846,2
27373,4,2017-11-26 08:02:04.18379,2017-11-26 08:02:04.18379,1
27374,4,2017-11-26 08:02:44.196029,2017-11-26 08:02:44.196029,0
27375,4,2017-11-26 08:03:24.244567,2017-11-26 08:03:24.244567,1
27377,3,2017-11-26 08:04:04.183866,2017-11-26 08:04:04.183866,1
27381,3,2017-11-26 08:07:24.172021,2017-11-26 08:07:24.172021,1
27382,3,2017-11-26 08:08:04.041188,2017-11-26 08:08:04.041188,0
27383,2,2017-11-26 08:08:43.94574,2017-11-26 08:08:43.94574,3
27384,1,2017-11-26 08:09:23.989664,2017-11-26 08:09:23.989664,3
27386,1,2017-11-26 08:12:03.981913,2017-11-26 08:12:03.981913,4
27390,2,2017-11-26 08:19:24.144488,2017-11-26 08:19:24.144488,4
27391,3,2017-11-26 08:28:24.030638,2017-11-26 08:28:24.030638,4
27392,1,2017-11-26 08:31:04.221309,2017-11-26 08:31:04.221309,5
27395,1,2017-11-26 09:03:44.424203,2017-11-26 09:03:44.424203,16
27396,1,2017-11-26 09:05:44.115275,2017-11-26 09:05:44.115275,15
27168,7,2017-11-26 04:18:04.150985,2017-11-26 04:18:04.150985,1
27172,9,2017-11-26 04:21:44.26303,2017-11-26 04:21:44.26303,1
27174,8,2017-11-26 04:23:24.101391,2017-11-26 04:23:24.101391,0
27175,8,2017-11-26 04:24:04.169098,2017-11-26 04:24:04.169098,1
27177,7,2017-11-26 04:26:44.049393,2017-11-26 04:26:44.049393,1
27178,6,2017-11-26 04:27:23.99847,2017-11-26 04:27:23.99847,2
27182,6,2017-11-26 04:35:04.24811,2017-11-26 04:35:04.24811,1
27183,6,2017-11-26 04:35:44.255294,2017-11-26 04:35:44.255294,2
27185,6,2017-11-26 04:38:04.075546,2017-11-26 04:38:04.075546,2
27190,7,2017-11-26 04:44:24.289689,2017-11-26 04:44:24.289689,2
27192,5,2017-11-26 04:47:04.23514,2017-11-26 04:47:04.23514,2
27194,6,2017-11-26 04:49:24.181391,2017-11-26 04:49:24.181391,1
27196,7,2017-11-26 04:51:24.074311,2017-11-26 04:51:24.074311,1
27197,7,2017-11-26 04:52:04.283069,2017-11-26 04:52:04.283069,2
27199,8,2017-11-26 04:52:44.297848,2017-11-26 04:52:44.297848,1
27201,8,2017-11-26 04:53:24.221288,2017-11-26 04:53:24.221288,0
27202,8,2017-11-26 04:54:04.306379,2017-11-26 04:54:04.306379,1
27206,8,2017-11-26 04:57:24.154391,2017-11-26 04:57:24.154391,1
27207,9,2017-11-26 04:58:04.088886,2017-11-26 04:58:04.088886,1
27209,8,2017-11-26 04:59:44.187675,2017-11-26 04:59:44.187675,0
27210,8,2017-11-26 05:00:24.181209,2017-11-26 05:00:24.181209,1
27214,8,2017-11-26 05:05:04.091454,2017-11-26 05:05:04.091454,1
27215,7,2017-11-26 05:06:44.267066,2017-11-26 05:06:44.267066,1
27217,6,2017-11-26 05:07:25.333028,2017-11-26 05:07:25.333028,0
27220,6,2017-11-26 05:08:44.128896,2017-11-26 05:08:44.128896,1
27221,7,2017-11-26 05:09:24.082978,2017-11-26 05:09:24.082978,1
27224,4,2017-11-26 05:10:44.007439,2017-11-26 05:10:44.007439,1
27225,3,2017-11-26 05:11:24.045891,2017-11-26 05:11:24.045891,2
27229,4,2017-11-26 05:14:04.206424,2017-11-26 05:14:04.206424,1
27230,5,2017-11-26 05:15:24.257513,2017-11-26 05:15:24.257513,0
27231,5,2017-11-26 05:16:03.940284,2017-11-26 05:16:03.940284,1
27232,6,2017-11-26 05:21:24.05442,2017-11-26 05:21:24.05442,1
27234,8,2017-11-26 05:23:44.192267,2017-11-26 05:23:44.192267,1
27243,7,2017-11-26 05:38:24.280624,2017-11-26 05:38:24.280624,1
27244,6,2017-11-26 05:40:24.250262,2017-11-26 05:40:24.250262,1
27247,7,2017-11-26 05:41:44.286558,2017-11-26 05:41:44.286558,0
27249,8,2017-11-26 05:44:24.143944,2017-11-26 05:44:24.143944,1
27255,8,2017-11-26 05:51:04.204019,2017-11-26 05:51:04.204019,0
27256,9,2017-11-26 05:51:44.361708,2017-11-26 05:51:44.361708,0
27257,9,2017-11-26 05:52:04.086438,2017-11-26 05:52:04.086438,1
27259,8,2017-11-26 05:54:04.073924,2017-11-26 05:54:04.073924,2
27260,7,2017-11-26 05:55:24.092041,2017-11-26 05:55:24.092041,2
27261,8,2017-11-26 05:57:24.214164,2017-11-26 05:57:24.214164,2
27266,7,2017-11-26 06:01:44.359869,2017-11-26 06:01:44.359869,2
27268,7,2017-11-26 06:02:24.237567,2017-11-26 06:02:24.237567,2
27273,7,2017-11-26 06:07:04.100568,2017-11-26 06:07:04.100568,1
27275,4,2017-11-26 06:08:24.200482,2017-11-26 06:08:24.200482,2
27276,5,2017-11-26 06:09:44.124373,2017-11-26 06:09:44.124373,2
27277,6,2017-11-26 06:16:04.225138,2017-11-26 06:16:04.225138,2
27278,7,2017-11-26 06:17:24.133838,2017-11-26 06:17:24.133838,1
27279,6,2017-11-26 06:18:04.050086,2017-11-26 06:18:04.050086,1
27280,6,2017-11-26 06:18:24.15805,2017-11-26 06:18:24.15805,2
27281,6,2017-11-26 06:19:04.64344,2017-11-26 06:19:04.64344,1
27283,3,2017-11-26 06:19:44.01976,2017-11-26 06:19:44.01976,2
27284,3,2017-11-26 06:21:44.632647,2017-11-26 06:21:44.632647,1
27285,2,2017-11-26 06:23:04.137414,2017-11-26 06:23:04.137414,0
27286,2,2017-11-26 06:23:44.092059,2017-11-26 06:23:44.092059,1
27291,4,2017-11-26 06:34:04.292945,2017-11-26 06:34:04.292945,1
27292,3,2017-11-26 06:36:04.024331,2017-11-26 06:36:04.024331,1
27293,4,2017-11-26 06:37:24.195645,2017-11-26 06:37:24.195645,1
27294,4,2017-11-26 06:38:04.211161,2017-11-26 06:38:04.211161,2
27296,6,2017-11-26 06:42:45.615802,2017-11-26 06:42:45.615802,2
27299,7,2017-11-26 06:44:04.208035,2017-11-26 06:44:04.208035,0
27300,7,2017-11-26 06:44:44.150954,2017-11-26 06:44:44.150954,1
27302,6,2017-11-26 06:45:24.201639,2017-11-26 06:45:24.201639,2
27303,6,2017-11-26 06:46:04.091066,2017-11-26 06:46:04.091066,1
27304,5,2017-11-26 06:46:24.331495,2017-11-26 06:46:24.331495,2
27307,5,2017-11-26 06:48:04.055365,2017-11-26 06:48:04.055365,1
27311,5,2017-11-26 06:52:43.966512,2017-11-26 06:52:43.966512,0
27313,4,2017-11-26 06:53:24.264348,2017-11-26 06:53:24.264348,1
27315,2,2017-11-26 06:56:43.998025,2017-11-26 06:56:43.998025,2
27317,3,2017-11-26 06:58:03.957173,2017-11-26 06:58:03.957173,1
27319,4,2017-11-26 06:59:24.226108,2017-11-26 06:59:24.226108,0
27320,4,2017-11-26 07:00:04.176305,2017-11-26 07:00:04.176305,1
27323,2,2017-11-26 07:01:24.112019,2017-11-26 07:01:24.112019,2
27324,1,2017-11-26 07:04:24.146713,2017-11-26 07:04:24.146713,2
27326,1,2017-11-26 07:05:44.243184,2017-11-26 07:05:44.243184,2
27329,5,2017-11-26 07:08:24.019933,2017-11-26 07:08:24.019933,2
27332,3,2017-11-26 07:09:43.956766,2017-11-26 07:09:43.956766,1
27335,4,2017-11-26 07:12:24.161121,2017-11-26 07:12:24.161121,2
27336,4,2017-11-26 07:13:44.081279,2017-11-26 07:13:44.081279,1
27340,4,2017-11-26 07:17:04.2083,2017-11-26 07:17:04.2083,2
27341,4,2017-11-26 07:17:44.181419,2017-11-26 07:17:44.181419,1
27342,4,2017-11-26 07:19:24.189086,2017-11-26 07:19:24.189086,2
27344,4,2017-11-26 07:22:44.210454,2017-11-26 07:22:44.210454,2
27347,6,2017-11-26 07:24:44.164243,2017-11-26 07:24:44.164243,1
27348,7,2017-11-26 07:26:04.056896,2017-11-26 07:26:04.056896,1
27350,7,2017-11-26 07:28:24.180353,2017-11-26 07:28:24.180353,1
27352,8,2017-11-26 07:29:44.042356,2017-11-26 07:29:44.042356,1
27354,8,2017-11-26 07:31:04.220366,2017-11-26 07:31:04.220366,1
27356,6,2017-11-26 07:33:24.074871,2017-11-26 07:33:24.074871,1
27358,4,2017-11-26 07:37:44.138972,2017-11-26 07:37:44.138972,1
27359,5,2017-11-26 07:38:44.188522,2017-11-26 07:38:44.188522,1
27363,3,2017-11-26 07:41:24.232222,2017-11-26 07:41:24.232222,2
27364,4,2017-11-26 07:44:04.211621,2017-11-26 07:44:04.211621,2
27365,5,2017-11-26 07:44:44.274844,2017-11-26 07:44:44.274844,2
27366,4,2017-11-26 07:51:24.747713,2017-11-26 07:51:24.747713,2
27368,4,2017-11-26 07:55:24.075923,2017-11-26 07:55:24.075923,2
27369,5,2017-11-26 07:56:44.158229,2017-11-26 07:56:44.158229,2
27370,6,2017-11-26 07:57:24.162526,2017-11-26 07:57:24.162526,2
27376,3,2017-11-26 08:03:44.060004,2017-11-26 08:03:44.060004,2
27378,3,2017-11-26 08:04:24.009112,2017-11-26 08:04:24.009112,0
27379,3,2017-11-26 08:05:03.975059,2017-11-26 08:05:03.975059,1
27380,3,2017-11-26 08:05:43.928533,2017-11-26 08:05:43.928533,2
27385,2,2017-11-26 08:11:04.140608,2017-11-26 08:11:04.140608,3
27387,2,2017-11-26 08:12:24.798478,2017-11-26 08:12:24.798478,3
27388,2,2017-11-26 08:17:44.132157,2017-11-26 08:17:44.132157,2
27389,2,2017-11-26 08:18:24.045378,2017-11-26 08:18:24.045378,3
27393,0,2017-11-26 08:32:04.03487,2017-11-26 08:32:04.03487,1000
27394,1,2017-11-26 09:03:24.014064,2017-11-26 09:03:24.014064,17
27397,1,2017-11-26 09:06:44.088672,2017-11-26 09:06:44.088672,14
27399,1,2017-11-26 09:08:04.360821,2017-11-26 09:08:04.360821,12
27401,1,2017-11-26 09:08:44.145612,2017-11-26 09:08:44.145612,10
27403,1,2017-11-26 09:09:24.166754,2017-11-26 09:09:24.166754,8
27404,1,2017-11-26 09:10:04.237854,2017-11-26 09:10:04.237854,7
27407,1,2017-11-26 09:11:24.237575,2017-11-26 09:11:24.237575,4
27408,1,2017-11-26 09:13:24.035795,2017-11-26 09:13:24.035795,3
27409,1,2017-11-26 09:14:04.044125,2017-11-26 09:14:04.044125,2
27410,1,2017-11-26 09:16:44.026486,2017-11-26 09:16:44.026486,3
27411,1,2017-11-26 09:17:23.981567,2017-11-26 09:17:23.981567,4
27398,1,2017-11-26 09:07:44.055129,2017-11-26 09:07:44.055129,13
27400,1,2017-11-26 09:08:24.046698,2017-11-26 09:08:24.046698,11
27402,1,2017-11-26 09:09:04.137575,2017-11-26 09:09:04.137575,9
27405,1,2017-11-26 09:10:24.068495,2017-11-26 09:10:24.068495,6
27406,1,2017-11-26 09:11:04.096958,2017-11-26 09:11:04.096958,5
27412,0,2017-11-26 09:17:44.223363,2017-11-26 09:17:44.223363,1000
27415,1,2017-11-26 10:07:44.032918,2017-11-26 10:07:44.032918,3
27416,1,2017-11-26 10:10:24.239703,2017-11-26 10:10:24.239703,4
27421,1,2017-11-26 10:15:03.972586,2017-11-26 10:15:03.972586,1
27422,1,2017-11-26 10:15:44.017188,2017-11-26 10:15:44.017188,2
27423,1,2017-11-26 10:17:44.041558,2017-11-26 10:17:44.041558,3
27426,1,2017-11-26 10:21:04.221824,2017-11-26 10:21:04.221824,2
27430,1,2017-11-26 10:27:44.013575,2017-11-26 10:27:44.013575,0
27431,1,2017-11-26 10:28:24.031963,2017-11-26 10:28:24.031963,1
27432,1,2017-11-26 10:29:04.098195,2017-11-26 10:29:04.098195,2
27433,1,2017-11-26 10:29:44.059538,2017-11-26 10:29:44.059538,3
27437,1,2017-11-26 10:35:44.227577,2017-11-26 10:35:44.227577,2
27439,1,2017-11-26 11:36:24.11558,2017-11-26 11:36:24.11558,2
27440,1,2017-11-26 11:37:44.131202,2017-11-26 11:37:44.131202,1
27441,1,2017-11-26 11:39:04.129539,2017-11-26 11:39:04.129539,0
27446,1,2017-11-26 11:42:23.95992,2017-11-26 11:42:23.95992,5
27447,1,2017-11-26 11:43:03.958073,2017-11-26 11:43:03.958073,6
27448,1,2017-11-26 11:43:44.107921,2017-11-26 11:43:44.107921,7
27450,2,2017-11-26 11:44:24.082402,2017-11-26 11:44:24.082402,9
27451,2,2017-11-26 11:45:04.150085,2017-11-26 11:45:04.150085,10
27452,2,2017-11-26 11:45:43.98077,2017-11-26 11:45:43.98077,11
27413,1,2017-11-26 09:30:03.955855,2017-11-26 09:30:03.955855,16
27414,0,2017-11-26 09:36:44.155924,2017-11-26 09:36:44.155924,1000
27417,1,2017-11-26 10:10:44.020253,2017-11-26 10:10:44.020253,3
27418,1,2017-11-26 10:12:44.003957,2017-11-26 10:12:44.003957,2
27419,1,2017-11-26 10:13:23.931779,2017-11-26 10:13:23.931779,1
27420,1,2017-11-26 10:14:04.084057,2017-11-26 10:14:04.084057,0
27424,1,2017-11-26 10:18:44.124021,2017-11-26 10:18:44.124021,4
27425,1,2017-11-26 10:20:04.137099,2017-11-26 10:20:04.137099,3
27427,1,2017-11-26 10:22:04.118071,2017-11-26 10:22:04.118071,1
27428,1,2017-11-26 10:24:04.083201,2017-11-26 10:24:04.083201,2
27429,1,2017-11-26 10:26:04.028876,2017-11-26 10:26:04.028876,1
27434,1,2017-11-26 10:30:44.296009,2017-11-26 10:30:44.296009,4
27435,0,2017-11-26 10:31:23.972429,2017-11-26 10:31:23.972429,1000
27436,1,2017-11-26 10:35:24.025333,2017-11-26 10:35:24.025333,1
27438,1,2017-11-26 10:40:44.160521,2017-11-26 10:40:44.160521,1
27442,1,2017-11-26 11:40:04.007531,2017-11-26 11:40:04.007531,1
27443,1,2017-11-26 11:40:44.041032,2017-11-26 11:40:44.041032,2
27444,1,2017-11-26 11:41:24.064166,2017-11-26 11:41:24.064166,3
27445,1,2017-11-26 11:42:04.075707,2017-11-26 11:42:04.075707,4
27449,2,2017-11-26 11:44:04.239087,2017-11-26 11:44:04.239087,8
27453,2,2017-11-26 11:46:04.272185,2017-11-26 11:46:04.272185,12
27454,2,2017-11-26 11:46:44.221336,2017-11-26 11:46:44.221336,13
27455,2,2017-11-26 11:47:24.197966,2017-11-26 11:47:24.197966,14
27456,2,2017-11-26 11:48:04.179622,2017-11-26 11:48:04.179622,13
27457,2,2017-11-26 11:48:23.941883,2017-11-26 11:48:23.941883,12
27458,2,2017-11-26 11:48:44.155952,2017-11-26 11:48:44.155952,11
27459,2,2017-11-26 11:49:04.069651,2017-11-26 11:49:04.069651,10
27460,2,2017-11-26 11:49:24.248246,2017-11-26 11:49:24.248246,9
27461,2,2017-11-26 11:49:44.191828,2017-11-26 11:49:44.191828,8
27462,2,2017-11-26 11:50:24.050332,2017-11-26 11:50:24.050332,7
27463,2,2017-11-26 11:50:44.316777,2017-11-26 11:50:44.316777,6
27464,2,2017-11-26 11:51:04.089425,2017-11-26 11:51:04.089425,5
27465,2,2017-11-26 11:51:44.159525,2017-11-26 11:51:44.159525,4
27466,2,2017-11-26 11:52:24.155876,2017-11-26 11:52:24.155876,3
27467,2,2017-11-26 11:53:04.02108,2017-11-26 11:53:04.02108,2
27468,2,2017-11-26 11:54:04.148032,2017-11-26 11:54:04.148032,1
27469,2,2017-11-26 11:54:43.991727,2017-11-26 11:54:43.991727,0
27470,2,2017-11-26 11:55:24.048862,2017-11-26 11:55:24.048862,1
27471,2,2017-11-26 12:04:44.154417,2017-11-26 12:04:44.154417,0
27472,2,2017-11-26 12:05:23.963991,2017-11-26 12:05:23.963991,1
27473,2,2017-11-26 12:16:44.264654,2017-11-26 12:16:44.264654,0
27474,2,2017-11-26 12:17:44.014432,2017-11-26 12:17:44.014432,1
27475,1,2017-11-26 12:24:44.241583,2017-11-26 12:24:44.241583,1
27476,2,2017-11-26 12:34:24.183005,2017-11-26 12:34:24.183005,1
27477,2,2017-11-26 12:39:04.079667,2017-11-26 12:39:04.079667,0
27478,2,2017-11-26 12:40:04.297393,2017-11-26 12:40:04.297393,1
27479,3,2017-11-26 13:02:03.978508,2017-11-26 13:02:03.978508,1
27480,2,2017-11-26 13:07:44.183601,2017-11-26 13:07:44.183601,1
27481,2,2017-11-26 13:09:04.057339,2017-11-26 13:09:04.057339,2
27482,2,2017-11-26 13:11:04.152974,2017-11-26 13:11:04.152974,3
27483,2,2017-11-26 13:13:04.045143,2017-11-26 13:13:04.045143,2
27484,2,2017-11-26 13:14:44.224136,2017-11-26 13:14:44.224136,1
27485,1,2017-11-26 13:35:04.189034,2017-11-26 13:35:04.189034,8
27486,2,2017-11-26 13:44:03.971562,2017-11-26 13:44:03.971562,3
27487,1,2017-11-26 13:44:44.068084,2017-11-26 13:44:44.068084,8
27488,1,2017-11-26 13:49:24.056087,2017-11-26 13:49:24.056087,7
27489,1,2017-11-26 13:50:44.136977,2017-11-26 13:50:44.136977,8
27490,1,2017-11-26 13:51:24.044598,2017-11-26 13:51:24.044598,7
27491,1,2017-11-26 13:52:04.007,2017-11-26 13:52:04.007,6
27492,1,2017-11-26 13:52:44.192241,2017-11-26 13:52:44.192241,5
27493,1,2017-11-26 13:53:24.028849,2017-11-26 13:53:24.028849,4
27494,1,2017-11-26 13:59:04.077334,2017-11-26 13:59:04.077334,3
27495,1,2017-11-26 14:00:24.012685,2017-11-26 14:00:24.012685,2
27496,1,2017-11-26 14:02:44.215408,2017-11-26 14:02:44.215408,3
27497,1,2017-11-26 14:03:44.267011,2017-11-26 14:03:44.267011,4
27498,1,2017-11-26 14:05:04.053961,2017-11-26 14:05:04.053961,5
27499,1,2017-11-26 14:07:04.217845,2017-11-26 14:07:04.217845,4
27500,1,2017-11-26 14:08:24.091751,2017-11-26 14:08:24.091751,3
27501,1,2017-11-26 14:09:24.06223,2017-11-26 14:09:24.06223,2
27502,0,2017-11-26 14:11:04.192069,2017-11-26 14:11:04.192069,1000
27503,1,2017-11-26 14:11:24.069464,2017-11-26 14:11:24.069464,2
27504,2,2017-11-26 14:14:24.020161,2017-11-26 14:14:24.020161,2
27505,1,2017-11-26 14:15:44.045009,2017-11-26 14:15:44.045009,19
27506,1,2017-11-26 14:18:24.252988,2017-11-26 14:18:24.252988,18
27507,1,2017-11-26 14:18:44.160446,2017-11-26 14:18:44.160446,17
27508,1,2017-11-26 14:19:44.138639,2017-11-26 14:19:44.138639,16
27509,1,2017-11-26 14:20:24.124361,2017-11-26 14:20:24.124361,15
27510,1,2017-11-26 14:20:44.155976,2017-11-26 14:20:44.155976,14
27511,1,2017-11-26 14:21:44.219862,2017-11-26 14:21:44.219862,13
27512,1,2017-11-26 14:22:24.088929,2017-11-26 14:22:24.088929,12
27513,1,2017-11-26 14:22:44.175491,2017-11-26 14:22:44.175491,11
27514,1,2017-11-26 14:23:24.249206,2017-11-26 14:23:24.249206,10
27515,1,2017-11-26 14:23:44.084686,2017-11-26 14:23:44.084686,9
27516,0,2017-11-26 14:24:44.080365,2017-11-26 14:24:44.080365,1000
27517,1,2017-11-26 14:34:44.586337,2017-11-26 14:34:44.586337,4
27518,2,2017-11-26 14:35:23.996112,2017-11-26 14:35:23.996112,2
27519,2,2017-11-26 14:36:24.257776,2017-11-26 14:36:24.257776,1
27520,2,2017-11-26 14:49:24.281064,2017-11-26 14:49:24.281064,0
27521,2,2017-11-26 14:51:44.164327,2017-11-26 14:51:44.164327,1
27522,1,2017-11-26 14:53:04.217719,2017-11-26 14:53:04.217719,2
27523,0,2017-11-26 15:02:04.240017,2017-11-26 15:02:04.240017,1000
27524,1,2017-11-26 15:09:44.146751,2017-11-26 15:09:44.146751,1
27525,1,2017-11-26 15:11:44.69912,2017-11-26 15:11:44.69912,2
27526,0,2017-11-26 15:12:24.116596,2017-11-26 15:12:24.116596,1000
27527,1,2017-11-26 15:13:44.367142,2017-11-26 15:13:44.367142,3
27528,1,2017-11-26 15:16:24.164757,2017-11-26 15:16:24.164757,2
27529,1,2017-11-26 15:18:44.151825,2017-11-26 15:18:44.151825,1
