id,created_at,updated_at,status,order_id
54648,2017-11-04 05:18:33.288757,2017-11-04 05:18:33.288757,submitted,15046
54649,2017-11-04 05:18:44.775752,2017-11-04 05:18:44.775752,processing,15046
54664,2017-11-04 05:37:18.899516,2017-11-04 05:37:18.899516,requesting,15046
54666,2017-11-04 05:37:51.783615,2017-11-04 05:37:51.783615,accepted,15046
54675,2017-11-04 05:47:27.568487,2017-11-04 05:47:27.568487,arrived,15046
54677,2017-11-04 05:53:16.508827,2017-11-04 05:53:16.508827,delivered,15046
52146,2017-11-01 04:35:47.701591,2017-11-01 04:35:47.701591,submitted,16614
52147,2017-11-01 04:36:07.011331,2017-11-01 04:36:07.011331,processing,16614
52149,2017-11-01 04:40:25.857438,2017-11-01 04:40:25.857438,requesting,16614
52151,2017-11-01 04:40:37.611533,2017-11-01 04:40:37.611533,accepted,16614
52152,2017-11-01 04:40:46.190957,2017-11-01 04:40:46.190957,arrived,16614
52159,2017-11-01 04:42:44.827924,2017-11-01 04:42:44.827924,delivering,16614
52165,2017-11-01 04:46:35.366411,2017-11-01 04:46:35.366411,delivered,16614
65185,2017-11-16 00:48:03.716601,2017-11-16 00:48:03.716601,submitted,16707
65186,2017-11-16 00:48:52.674258,2017-11-16 00:48:52.674258,processing,16707
65213,2017-11-16 01:04:35.884167,2017-11-16 01:04:35.884167,requesting,16707
65214,2017-11-16 01:04:43.366632,2017-11-16 01:04:43.366632,accepted,16707
65220,2017-11-16 01:07:40.580763,2017-11-16 01:07:40.580763,arrived,16707
65223,2017-11-16 01:09:23.143209,2017-11-16 01:09:23.143209,delivering,16707
65233,2017-11-16 01:21:05.272695,2017-11-16 01:21:05.272695,delivered,16707
56135,2017-11-05 23:33:44.68764,2017-11-05 23:33:44.68764,submitted,18314
56136,2017-11-05 23:33:59.273087,2017-11-05 23:33:59.273087,processing,18314
56178,2017-11-05 23:54:16.583959,2017-11-05 23:54:16.583959,requesting,18314
56180,2017-11-05 23:54:23.640916,2017-11-05 23:54:23.640916,accepted,18314
56182,2017-11-05 23:55:05.30748,2017-11-05 23:55:05.30748,arrived,18314
56198,2017-11-05 23:58:59.55588,2017-11-05 23:58:59.55588,delivering,18314
56241,2017-11-06 00:12:57.166513,2017-11-06 00:12:57.166513,delivered,18314
54467,2017-11-04 01:17:40.28267,2017-11-04 01:17:40.28267,submitted,18417
54470,2017-11-04 01:19:04.757368,2017-11-04 01:19:04.757368,processing,18417
54515,2017-11-04 01:40:40.387793,2017-11-04 01:40:40.387793,requesting,18417
54519,2017-11-04 01:42:44.755119,2017-11-04 01:42:44.755119,failed,18417
54521,2017-11-04 01:43:01.413218,2017-11-04 01:43:01.413218,accepted,18417
54541,2017-11-04 01:56:56.745437,2017-11-04 01:56:56.745437,arrived,18417
54542,2017-11-04 01:57:02.242728,2017-11-04 01:57:02.242728,delivering,18417
54559,2017-11-04 02:20:45.753243,2017-11-04 02:20:45.753243,delivered,18417
57117,2017-11-07 03:08:01.651566,2017-11-07 03:08:01.651566,submitted,18506
57118,2017-11-07 03:08:10.839308,2017-11-07 03:08:10.839308,processing,18506
57119,2017-11-07 03:09:22.420574,2017-11-07 03:09:22.420574,requesting,18506
57120,2017-11-07 03:10:11.566318,2017-11-07 03:10:11.566318,accepted,18506
57121,2017-11-07 03:10:17.469907,2017-11-07 03:10:17.469907,arrived,18506
57122,2017-11-07 03:12:12.025195,2017-11-07 03:12:12.025195,delivering,18506
57124,2017-11-07 03:18:35.352493,2017-11-07 03:18:35.352493,delivered,18506
58137,2017-11-08 21:12:35.004914,2017-11-08 21:12:35.004914,submitted,18791
58138,2017-11-08 21:13:27.29011,2017-11-08 21:13:27.29011,processing,18791
58145,2017-11-08 21:20:34.029056,2017-11-08 21:20:34.029056,requesting,18791
58146,2017-11-08 21:20:46.99903,2017-11-08 21:20:46.99903,accepted,18791
58151,2017-11-08 21:28:21.604132,2017-11-08 21:28:21.604132,arrived,18791
58154,2017-11-08 21:29:20.339209,2017-11-08 21:29:20.339209,delivering,18791
58156,2017-11-08 21:36:13.754631,2017-11-08 21:36:13.754631,delivered,18791
53092,2017-11-02 17:18:08.915478,2017-11-02 17:18:08.915478,submitted,19073
53093,2017-11-02 17:18:20.663231,2017-11-02 17:18:20.663231,processing,19073
53094,2017-11-02 17:18:41.885588,2017-11-02 17:18:41.885588,requesting,19073
53095,2017-11-02 17:18:49.977076,2017-11-02 17:18:49.977076,accepted,19073
53099,2017-11-02 17:20:58.516263,2017-11-02 17:20:58.516263,arrived,19073
53101,2017-11-02 17:22:47.895607,2017-11-02 17:22:47.895607,delivering,19073
53106,2017-11-02 17:27:37.361564,2017-11-02 17:27:37.361564,delivered,19073
65452,2017-11-16 04:54:34.723274,2017-11-16 04:54:34.723274,submitted,19741
65457,2017-11-16 04:58:20.618318,2017-11-16 04:58:20.618318,processing,19741
65461,2017-11-16 05:01:17.848166,2017-11-16 05:01:17.848166,requesting,19741
65462,2017-11-16 05:01:25.605315,2017-11-16 05:01:25.605315,accepted,19741
65466,2017-11-16 05:04:16.708101,2017-11-16 05:04:16.708101,arrived,19741
65469,2017-11-16 05:06:52.729266,2017-11-16 05:06:52.729266,delivering,19741
65472,2017-11-16 05:12:36.80333,2017-11-16 05:12:36.80333,delivered,19741
58209,2017-11-08 23:06:39.833713,2017-11-08 23:06:39.833713,submitted,19954
58210,2017-11-08 23:06:47.152751,2017-11-08 23:06:47.152751,processing,19954
58221,2017-11-08 23:13:58.350264,2017-11-08 23:13:58.350264,requesting,19954
58222,2017-11-08 23:14:28.193836,2017-11-08 23:14:28.193836,accepted,19954
58229,2017-11-08 23:23:28.997852,2017-11-08 23:23:28.997852,arrived,19954
58230,2017-11-08 23:23:36.871019,2017-11-08 23:23:36.871019,delivering,19954
58238,2017-11-08 23:31:43.828477,2017-11-08 23:31:43.828477,delivered,19954
59338,2017-11-10 02:08:49.040478,2017-11-10 02:08:49.040478,submitted,20229
59342,2017-11-10 02:10:50.670161,2017-11-10 02:10:50.670161,processing,20229
59346,2017-11-10 02:21:30.287456,2017-11-10 02:21:30.287456,requesting,20229
59347,2017-11-10 02:21:42.303032,2017-11-10 02:21:42.303032,accepted,20229
59350,2017-11-10 02:25:53.805631,2017-11-10 02:25:53.805631,arrived,20229
59352,2017-11-10 02:28:48.903458,2017-11-10 02:28:48.903458,delivering,20229
59357,2017-11-10 02:35:47.398443,2017-11-10 02:35:47.398443,delivered,20229
60883,2017-11-11 20:58:08.702436,2017-11-11 20:58:08.702436,submitted,20264
60885,2017-11-11 20:59:13.042148,2017-11-11 20:59:13.042148,processing,20264
60888,2017-11-11 21:02:46.187845,2017-11-11 21:02:46.187845,requesting,20264
60891,2017-11-11 21:02:54.02104,2017-11-11 21:02:54.02104,accepted,20264
60900,2017-11-11 21:07:39.054346,2017-11-11 21:07:39.054346,arrived,20264
60902,2017-11-11 21:08:51.916486,2017-11-11 21:08:51.916486,delivering,20264
60905,2017-11-11 21:14:59.031513,2017-11-11 21:14:59.031513,delivered,20264
61653,2017-11-12 06:42:14.08949,2017-11-12 06:42:14.08949,submitted,20641
61656,2017-11-12 06:43:51.270567,2017-11-12 06:43:51.270567,processing,20641
61662,2017-11-12 06:49:35.83459,2017-11-12 06:49:35.83459,requesting,20641
61663,2017-11-12 06:49:50.860144,2017-11-12 06:49:50.860144,accepted,20641
61664,2017-11-12 06:52:00.68364,2017-11-12 06:52:00.68364,arrived,20641
61668,2017-11-12 06:54:18.856158,2017-11-12 06:54:18.856158,delivering,20641
61671,2017-11-12 06:58:51.830305,2017-11-12 06:58:51.830305,delivered,20641
64669,2017-11-15 17:56:38.394675,2017-11-15 17:56:38.394675,submitted,20803
64670,2017-11-15 17:57:14.081142,2017-11-15 17:57:14.081142,processing,20803
64735,2017-11-15 18:24:57.10118,2017-11-15 18:24:57.10118,requesting,20803
64736,2017-11-15 18:25:02.816008,2017-11-15 18:25:02.816008,accepted,20803
64742,2017-11-15 18:27:32.166025,2017-11-15 18:27:32.166025,arrived,20803
64748,2017-11-15 18:29:24.126071,2017-11-15 18:29:24.126071,delivering,20803
64768,2017-11-15 18:42:34.186787,2017-11-15 18:42:34.186787,delivered,20803
53156,2017-11-02 18:32:25.67552,2017-11-02 18:32:25.67552,submitted,20918
53161,2017-11-02 18:35:35.751087,2017-11-02 18:35:35.751087,processing,20918
53162,2017-11-02 18:35:48.233852,2017-11-02 18:35:48.233852,requesting,20918
53163,2017-11-02 18:35:59.363099,2017-11-02 18:35:59.363099,accepted,20918
53173,2017-11-02 18:42:04.770677,2017-11-02 18:42:04.770677,arrived,20918
53175,2017-11-02 18:43:14.817635,2017-11-02 18:43:14.817635,delivering,20918
53181,2017-11-02 18:48:13.41345,2017-11-02 18:48:13.41345,delivered,20918
58990,2017-11-09 21:42:48.550335,2017-11-09 21:42:48.550335,submitted,20949
58991,2017-11-09 21:43:24.402362,2017-11-09 21:43:24.402362,processing,20949
58995,2017-11-09 21:48:24.099215,2017-11-09 21:48:24.099215,requesting,20949
58996,2017-11-09 21:48:32.040704,2017-11-09 21:48:32.040704,accepted,20949
58997,2017-11-09 21:51:19.123315,2017-11-09 21:51:19.123315,arrived,20949
59002,2017-11-09 21:54:13.959791,2017-11-09 21:54:13.959791,delivering,20949
59010,2017-11-09 22:02:52.333883,2017-11-09 22:02:52.333883,delivered,20949
55261,2017-11-04 23:38:04.567308,2017-11-04 23:38:04.567308,submitted,21077
55262,2017-11-04 23:38:11.453487,2017-11-04 23:38:11.453487,processing,21077
55300,2017-11-05 00:00:34.664118,2017-11-05 00:00:34.664118,requesting,21077
55301,2017-11-05 00:00:42.133847,2017-11-05 00:00:42.133847,accepted,21077
55303,2017-11-05 00:04:52.969732,2017-11-05 00:04:52.969732,arrived,21077
55304,2017-11-05 00:05:54.067914,2017-11-05 00:05:54.067914,delivering,21077
55315,2017-11-05 00:12:24.814443,2017-11-05 00:12:24.814443,delivered,21077
59994,2017-11-10 23:23:08.505286,2017-11-10 23:23:08.505286,submitted,21605
59995,2017-11-10 23:23:14.977424,2017-11-10 23:23:14.977424,processing,21605
60031,2017-11-10 23:43:44.180647,2017-11-10 23:43:44.180647,requesting,21605
60032,2017-11-10 23:43:48.457567,2017-11-10 23:43:48.457567,accepted,21605
60042,2017-11-10 23:55:54.669981,2017-11-10 23:55:54.669981,arrived,21605
60046,2017-11-10 23:58:11.116801,2017-11-10 23:58:11.116801,delivering,21605
60128,2017-11-11 00:31:16.384174,2017-11-11 00:31:16.384174,delivered,21605
54471,2017-11-04 01:19:14.160679,2017-11-04 01:19:14.160679,submitted,21969
54473,2017-11-04 01:19:51.810863,2017-11-04 01:19:51.810863,processing,21969
54483,2017-11-04 01:24:38.233013,2017-11-04 01:24:38.233013,requesting,21969
54484,2017-11-04 01:24:45.800427,2017-11-04 01:24:45.800427,accepted,21969
54498,2017-11-04 01:32:51.03333,2017-11-04 01:32:51.03333,arrived,21969
54501,2017-11-04 01:34:20.913318,2017-11-04 01:34:20.913318,delivering,21969
54548,2017-11-04 01:58:57.45537,2017-11-04 01:58:57.45537,delivered,21969
52619,2017-11-01 21:45:49.082942,2017-11-01 21:45:49.082942,submitted,22176
52626,2017-11-01 21:51:32.145743,2017-11-01 21:51:32.145743,processing,22176
52643,2017-11-01 22:04:11.225252,2017-11-01 22:04:11.225252,requesting,22176
52644,2017-11-01 22:04:22.198408,2017-11-01 22:04:22.198408,accepted,22176
52649,2017-11-01 22:08:54.082263,2017-11-01 22:08:54.082263,arrived,22176
52654,2017-11-01 22:11:01.160919,2017-11-01 22:11:01.160919,delivering,22176
52667,2017-11-01 22:34:35.863371,2017-11-01 22:34:35.863371,delivered,22176
53695,2017-11-03 15:49:21.79671,2017-11-03 15:49:21.79671,submitted,22282
53696,2017-11-03 15:50:02.27214,2017-11-03 15:50:02.27214,processing,22282
53700,2017-11-03 15:54:36.974286,2017-11-03 15:54:36.974286,requesting,22282
53703,2017-11-03 15:55:44.412367,2017-11-03 15:55:44.412367,accepted,22282
53705,2017-11-03 15:58:38.181128,2017-11-03 15:58:38.181128,arrived,22282
53708,2017-11-03 15:59:57.948761,2017-11-03 15:59:57.948761,delivering,22282
53715,2017-11-03 16:06:20.958313,2017-11-03 16:06:20.958313,delivered,22282
53544,2017-11-03 03:35:46.112734,2017-11-03 03:35:46.112734,submitted,22575
53547,2017-11-03 03:36:29.581076,2017-11-03 03:36:29.581076,processing,22575
53548,2017-11-03 03:37:45.969924,2017-11-03 03:37:45.969924,requesting,22575
53549,2017-11-03 03:37:54.566998,2017-11-03 03:37:54.566998,accepted,22575
53553,2017-11-03 03:43:13.024313,2017-11-03 03:43:13.024313,arrived,22575
53555,2017-11-03 03:46:50.097863,2017-11-03 03:46:50.097863,delivering,22575
53560,2017-11-03 03:53:29.092686,2017-11-03 03:53:29.092686,delivered,22575
53510,2017-11-03 02:53:19.54819,2017-11-03 02:53:19.54819,submitted,22661
53511,2017-11-03 02:53:22.731123,2017-11-03 02:53:22.731123,processing,22661
53514,2017-11-03 02:57:42.039949,2017-11-03 02:57:42.039949,requesting,22661
53515,2017-11-03 02:57:52.751051,2017-11-03 02:57:52.751051,accepted,22661
53516,2017-11-03 02:57:58.141711,2017-11-03 02:57:58.141711,arrived,22661
53517,2017-11-03 03:02:44.711839,2017-11-03 03:02:44.711839,delivering,22661
53524,2017-11-03 03:09:41.319894,2017-11-03 03:09:41.319894,delivered,22661
60425,2017-11-11 04:23:48.583665,2017-11-11 04:23:48.583665,submitted,22849
60426,2017-11-11 04:23:56.520759,2017-11-11 04:23:56.520759,processing,22849
60434,2017-11-11 04:30:43.786278,2017-11-11 04:30:43.786278,requesting,22849
60435,2017-11-11 04:30:49.441759,2017-11-11 04:30:49.441759,accepted,22849
60441,2017-11-11 04:41:40.25988,2017-11-11 04:41:40.25988,arrived,22849
60442,2017-11-11 04:43:30.277295,2017-11-11 04:43:30.277295,delivering,22849
60450,2017-11-11 04:52:44.78591,2017-11-11 04:52:44.78591,delivered,22849
59155,2017-11-09 23:54:36.383589,2017-11-09 23:54:36.383589,submitted,23047
59159,2017-11-09 23:55:53.929757,2017-11-09 23:55:53.929757,processing,23047
59200,2017-11-10 00:16:13.769903,2017-11-10 00:16:13.769903,requesting,23047
59201,2017-11-10 00:16:31.231159,2017-11-10 00:16:31.231159,accepted,23047
59204,2017-11-10 00:20:48.15024,2017-11-10 00:20:48.15024,arrived,23047
59207,2017-11-10 00:21:31.220221,2017-11-10 00:21:31.220221,delivering,23047
59215,2017-11-10 00:30:33.927892,2017-11-10 00:30:33.927892,delivered,23047
62476,2017-11-13 00:40:10.851932,2017-11-13 00:40:10.851932,submitted,23156
62477,2017-11-13 00:40:18.988752,2017-11-13 00:40:18.988752,processing,23156
62486,2017-11-13 00:46:32.863006,2017-11-13 00:46:32.863006,requesting,23156
62488,2017-11-13 00:46:43.177334,2017-11-13 00:46:43.177334,accepted,23156
62491,2017-11-13 00:47:57.295797,2017-11-13 00:47:57.295797,arrived,23156
62498,2017-11-13 00:51:32.642595,2017-11-13 00:51:32.642595,delivering,23156
62506,2017-11-13 00:55:27.114904,2017-11-13 00:55:27.114904,delivered,23156
57856,2017-11-08 04:15:05.571242,2017-11-08 04:15:05.571242,submitted,23189
57857,2017-11-08 04:16:10.362321,2017-11-08 04:16:10.362321,processing,23189
57861,2017-11-08 04:23:48.874564,2017-11-08 04:23:48.874564,requesting,23189
57862,2017-11-08 04:24:07.489697,2017-11-08 04:24:07.489697,accepted,23189
57863,2017-11-08 04:24:42.088393,2017-11-08 04:24:42.088393,arrived,23189
57866,2017-11-08 04:28:15.484426,2017-11-08 04:28:15.484426,delivering,23189
57869,2017-11-08 04:34:49.073526,2017-11-08 04:34:49.073526,delivered,23189
52473,2017-11-01 18:25:30.701401,2017-11-01 18:25:30.701401,submitted,23377
52479,2017-11-01 18:30:25.497767,2017-11-01 18:30:25.497767,processing,23377
52480,2017-11-01 18:30:28.119364,2017-11-01 18:30:28.119364,requesting,23377
52481,2017-11-01 18:30:37.755976,2017-11-01 18:30:37.755976,accepted,23377
52487,2017-11-01 18:35:24.145453,2017-11-01 18:35:24.145453,arrived,23377
52490,2017-11-01 18:38:54.231753,2017-11-01 18:38:54.231753,delivering,23377
52494,2017-11-01 18:43:55.954843,2017-11-01 18:43:55.954843,delivered,23377
55585,2017-11-05 06:06:00.347175,2017-11-05 06:06:00.347175,submitted,23569
55586,2017-11-05 06:06:22.878724,2017-11-05 06:06:22.878724,processing,23569
55588,2017-11-05 06:17:44.247447,2017-11-05 06:17:44.247447,requesting,23569
55589,2017-11-05 06:17:49.345441,2017-11-05 06:17:49.345441,accepted,23569
55592,2017-11-05 06:25:24.841309,2017-11-05 06:25:24.841309,arrived,23569
55594,2017-11-05 06:27:53.83028,2017-11-05 06:27:53.83028,delivering,23569
55595,2017-11-05 06:34:34.894822,2017-11-05 06:34:34.894822,delivered,23569
52166,2017-11-01 04:46:40.075826,2017-11-01 04:46:40.075826,submitted,23774
52179,2017-11-01 04:52:39.517521,2017-11-01 04:52:39.517521,processing,23774
52188,2017-11-01 04:59:50.749008,2017-11-01 04:59:50.749008,requesting,23774
52189,2017-11-01 05:00:20.775317,2017-11-01 05:00:20.775317,accepted,23774
52195,2017-11-01 05:02:30.369186,2017-11-01 05:02:30.369186,arrived,23774
52197,2017-11-01 05:04:36.757548,2017-11-01 05:04:36.757548,delivering,23774
52202,2017-11-01 05:11:35.652189,2017-11-01 05:11:35.652189,delivered,23774
65509,2017-11-16 07:02:15.082982,2017-11-16 07:02:15.082982,submitted,23788
65510,2017-11-16 07:03:57.810856,2017-11-16 07:03:57.810856,processing,23788
52554,2017-11-01 20:13:21.380108,2017-11-01 20:13:21.380108,submitted,23898
52555,2017-11-01 20:13:38.252505,2017-11-01 20:13:38.252505,processing,23898
52556,2017-11-01 20:13:54.666439,2017-11-01 20:13:54.666439,requesting,23898
52557,2017-11-01 20:14:07.594964,2017-11-01 20:14:07.594964,accepted,23898
52561,2017-11-01 20:18:15.154035,2017-11-01 20:18:15.154035,arrived,23898
52564,2017-11-01 20:20:36.948655,2017-11-01 20:20:36.948655,delivering,23898
52570,2017-11-01 20:24:22.229745,2017-11-01 20:24:22.229745,delivered,23898
51991,2017-11-01 00:04:20.219133,2017-11-01 00:04:20.219133,delivered,23988
54399,2017-11-04 00:50:57.879299,2017-11-04 00:50:57.879299,submitted,24019
54403,2017-11-04 00:52:50.94971,2017-11-04 00:52:50.94971,processing,24019
54437,2017-11-04 01:07:40.800959,2017-11-04 01:07:40.800959,requesting,24019
54438,2017-11-04 01:07:52.401781,2017-11-04 01:07:52.401781,accepted,24019
54451,2017-11-04 01:13:10.696131,2017-11-04 01:13:10.696131,arrived,24019
54455,2017-11-04 01:14:34.242435,2017-11-04 01:14:34.242435,delivering,24019
54494,2017-11-04 01:30:19.635955,2017-11-04 01:30:19.635955,delivered,24019
51993,2017-11-01 00:06:21.252361,2017-11-01 00:06:21.252361,delivered,24164
51989,2017-11-01 00:03:07.495214,2017-11-01 00:03:07.495214,requesting,24170
51990,2017-11-01 00:03:13.273248,2017-11-01 00:03:13.273248,accepted,24170
51992,2017-11-01 00:06:15.824719,2017-11-01 00:06:15.824719,arrived,24170
51994,2017-11-01 00:09:28.617782,2017-11-01 00:09:28.617782,delivering,24170
52000,2017-11-01 00:25:53.980517,2017-11-01 00:25:53.980517,delivered,24170
51987,2017-11-01 00:01:26.407244,2017-11-01 00:01:26.407244,arrived,24171
51988,2017-11-01 00:02:52.50717,2017-11-01 00:02:52.50717,delivering,24171
51995,2017-11-01 00:09:54.189291,2017-11-01 00:09:54.189291,delivered,24171
51996,2017-11-01 00:10:55.053462,2017-11-01 00:10:55.053462,submitted,24181
51997,2017-11-01 00:12:57.677165,2017-11-01 00:12:57.677165,processing,24181
52003,2017-11-01 00:41:34.129436,2017-11-01 00:41:34.129436,requesting,24181
52004,2017-11-01 00:41:40.527921,2017-11-01 00:41:40.527921,accepted,24181
52009,2017-11-01 00:50:09.383469,2017-11-01 00:50:09.383469,arrived,24181
52010,2017-11-01 00:50:12.238492,2017-11-01 00:50:12.238492,delivering,24181
52014,2017-11-01 01:01:27.640384,2017-11-01 01:01:27.640384,delivered,24181
51998,2017-11-01 00:22:37.589381,2017-11-01 00:22:37.589381,submitted,24184
51999,2017-11-01 00:23:45.143361,2017-11-01 00:23:45.143361,processing,24184
52001,2017-11-01 00:40:42.996088,2017-11-01 00:40:42.996088,requesting,24184
52002,2017-11-01 00:40:53.78199,2017-11-01 00:40:53.78199,accepted,24184
52007,2017-11-01 00:45:06.455725,2017-11-01 00:45:06.455725,arrived,24184
